movieId,cast,director,overview
99,"Nick Broomfield,Heidi Fleiss,Madam Alex,Ivan Nagy,Corinne Bohrer",Nick Broomfield,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."
100,"Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,Martin Landau",Harold Becker,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
101,"Luke Wilson,Owen Wilson,Ned Dowd,Shea Fowler,Haley Miller",Wes Anderson,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry."
102,"Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell,Joan Plowright",Nick Castle,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature."
103,"Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald,David Paymer",John Dahl,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death."
104,"Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Allen Covert",Dennis Dugan,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
105,"Meryl Streep,Clint Eastwood,Annie Corley,Victor Slezak,Jim Haynie",Clint Eastwood,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
106,"Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Elisabeth Trissenaar,Joachim Król",Doris Dörrie,No overview found.
107,"Tim Curry,Kevin Bishop,Jennifer Saunders,Billy Connolly,Dave Goelz",Brian Henson,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted."
108,"Christy Turlington,Azzedine Alaïa,Giorgio Armani,Nadja Auermann,Sandra Bernhard",Robert Leacock,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
110,"Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen",Mel Gibson,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
111,"Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Cybill Shepherd",Martin Scorsese,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process."
112,"Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Marc Akerstream",Stanley Tong,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head."
113,"Meryl Streep,Liam Neeson,Edward Furlong,Alfred Molina,Daniel von Bargen",Barbet Schroeder,Two parents deal with the effects when their son is accused of murdering his girlfriend.
116,"Kenneth Branagh,Glenn Close",Jon Blair,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift"
117,"Hugh O'Conor,Antony Sher,Ruth Sheen,Roger Lloyd Pack,Charlotte Coleman",Benjamin Ross,"A sinister tale of genius gone wrong, The Young Poisoner's Handbook chronicles a young man's descent into madness against the absurd backdrop of suburban English life. Hugh O'Conor plays Graham Young, a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder."
118,"Sarah Jessica Parker,Elle Macpherson,Scarlett Johansson,Eric Schaeffer",Eric Schaeffer,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge."
119,"Andy García,Alan Arkin,Rachel Ticotin,Joe Pantoliano,Ally Walker",Andrew Davis,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love."
121,"Henry Czerny,Johnny Morina,Brian Dooley,Philip Dinn,Brian Dodd",John N. Smith,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.
122,"Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Grace Jones",Reginald Hudlin,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill."
123,"Brigitte Lin,Tony Leung Chiu-Wai,Faye Wong,Takeshi Kaneshiro,Valerie Chow",Wong Kar-wai,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents."
125,"Ben Stiller,Patricia Arquette,Téa Leoni,Mary Tyler Moore,Alan Alda",David O. Russell,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins)."
126,"Jason James Richter,Melody Kay,Kevin McNulty,Tracey Ellis,Jack Black",Peter MacDonald,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
128,Maggie Cogan,Michel Negroponte,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past. - Written by James Meek"
129,"Josh Charles,Anne Heche,John Goodman,Christine Lahti",Bryan Gordon,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.
132,"David Caruso,Linda Fiorentino,Chazz Palminteri,Michael Biehn,Richard Crenna",William Friedkin,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case."
135,"Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern",David S. Ward,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!"
137,"Dirk Shafer,Mary Stein,Claudette Sutherland,Cal Bartlett,Vivian Paxton",Dirk Shafer,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?"
